"","ST","STATE","OCC_TITLE","A_MEAN","Year","A_ADJ"
"18164","MO","Missouri","Computer and Information Research Scientists",92340,2014,94568
"18165","MO","Missouri","Computer Systems Analysts",81120,2014,83077
"18167","MO","Missouri","Computer Programmers",76010,2014,77844
"18168","MO","Missouri","Software Developers, Applications",90600,2014,92786
"18169","MO","Missouri","Software Developers, Systems Software",97920,2014,100282
"18170","MO","Missouri","Web Developers",57630,2014,59020
"18171","MO","Missouri","Database Administrators",79320,2014,81233
"18172","MO","Missouri","Network and Computer Systems Administrators",72480,2014,74228
"18178","MO","Missouri","Operations Research Analysts",61140,2014,62615
"18179","MO","Missouri","Statisticians",66180,2014,67776
"18608","MO","Missouri","Data Entry Keyers",28940,2014,29638
"18616","MO","Missouri","Statistical Assistants",46680,2014,47806
"18883","MT","Montana","Computer and Information Systems Managers",97630,2014,94695
"18884","MT","Montana","Financial Managers",101540,2014,98487
"18904","MT","Montana","Business and Financial Operations Occupations",58340,2014,56586
"18926","MT","Montana","Financial Analysts",89240,2014,86557
"18927","MT","Montana","Personal Financial Advisors",121030,2014,117391
"18935","MT","Montana","Computer and Mathematical Occupations",58120,2014,56373
"18936","MT","Montana","Computer Systems Analysts",67770,2014,65733
"18938","MT","Montana","Computer Programmers",64030,2014,62105
"18939","MT","Montana","Software Developers, Applications",78740,2014,76373
"18940","MT","Montana","Software Developers, Systems Software",75720,2014,73444
"18941","MT","Montana","Web Developers",48750,2014,47284
"18942","MT","Montana","Database Administrators",56670,2014,54966
"18943","MT","Montana","Network and Computer Systems Administrators",60150,2014,58342
"18948","MT","Montana","Operations Research Analysts",52910,2014,51319
"18949","MT","Montana","Statisticians",50200,2014,48691
"19308","MT","Montana","Data Entry Keyers",26380,2014,25587
"19315","MT","Montana","Statistical Assistants",52630,2014,51048
"19522","NE","Nebraska","Computer and Information Systems Managers",116750,2014,118245
"19523","NE","Nebraska","Financial Managers",135140,2014,136871
"19547","NE","Nebraska","Business and Financial Operations Occupations",63680,2014,64496
"19569","NE","Nebraska","Financial Analysts",73590,2014,74532
"19570","NE","Nebraska","Personal Financial Advisors",109420,2014,110821
"19578","NE","Nebraska","Computer and Mathematical Occupations",70650,2014,71555
"19579","NE","Nebraska","Computer Systems Analysts",73600,2014,74543
"19581","NE","Nebraska","Computer Programmers",76230,2014,77206
"19582","NE","Nebraska","Software Developers, Applications",79800,2014,80822
"19583","NE","Nebraska","Software Developers, Systems Software",83820,2014,84893
"19584","NE","Nebraska","Web Developers",57550,2014,58287
"19585","NE","Nebraska","Database Administrators",74050,2014,74998
"19586","NE","Nebraska","Network and Computer Systems Administrators",68630,2014,69509
"19593","NE","Nebraska","Operations Research Analysts",71640,2014,72557
"19594","NE","Nebraska","Statisticians",57440,2014,58176
"19966","NE","Nebraska","Data Entry Keyers",27740,2014,28095
"19974","NE","Nebraska","Statistical Assistants",43150,2014,43703
"20200","NV","Nevada","Computer and Information Systems Managers",117170,2014,109589
"20201","NV","Nevada","Financial Managers",100400,2014,93904
"20225","NV","Nevada","Business and Financial Operations Occupations",63120,2014,59036
"20248","NV","Nevada","Financial Analysts",70200,2014,65658
"20249","NV","Nevada","Personal Financial Advisors",93450,2014,87403
"20257","NV","Nevada","Computer and Mathematical Occupations",74400,2014,69586
"20258","NV","Nevada","Computer Systems Analysts",79520,2014,74375
"20260","NV","Nevada","Computer Programmers",79480,2014,74337
"20261","NV","Nevada","Software Developers, Applications",90630,2014,84766
"20262","NV","Nevada","Software Developers, Systems Software",85130,2014,79622
"20263","NV","Nevada","Web Developers",58780,2014,54977
"20264","NV","Nevada","Database Administrators",80480,2014,75273
"20265","NV","Nevada","Network and Computer Systems Administrators",86590,2014,80987
"20270","NV","Nevada","Operations Research Analysts",74060,2014,69268
"20271","NV","Nevada","Statisticians",NA,2014,NA
"20647","NV","Nevada","Data Entry Keyers",28130,2014,26310
"20879","NH","New Hampshire","Computer and Information Systems Managers",125620,2014,109451
"20880","NH","New Hampshire","Financial Managers",112290,2014,97836
"20902","NH","New Hampshire","Business and Financial Operations Occupations",68200,2014,59422
"20923","NH","New Hampshire","Financial Analysts",80100,2014,69790
"20924","NH","New Hampshire","Personal Financial Advisors",97350,2014,84819
"20931","NH","New Hampshire","Computer and Mathematical Occupations",80280,2014,69947
"20932","NH","New Hampshire","Computer and Information Research Scientists",129940,2014,113215
"20933","NH","New Hampshire","Computer Systems Analysts",85980,2014,74913
"20935","NH","New Hampshire","Computer Programmers",74640,2014,65033
"20936","NH","New Hampshire","Software Developers, Applications",92130,2014,80271
"20937","NH","New Hampshire","Software Developers, Systems Software",110880,2014,96608
"20938","NH","New Hampshire","Web Developers",55950,2014,48748
"20939","NH","New Hampshire","Database Administrators",78950,2014,68788
"20940","NH","New Hampshire","Network and Computer Systems Administrators",73360,2014,63917
"20946","NH","New Hampshire","Operations Research Analysts",76900,2014,67002
"20947","NH","New Hampshire","Statisticians",70190,2014,61155
"21306","NH","New Hampshire","Data Entry Keyers",28530,2014,24858
"21314","NH","New Hampshire","Statistical Assistants",45080,2014,39277
"21527","NJ","New Jersey","Computer and Information Systems Managers",152520,2014,122630
"21528","NJ","New Jersey","Financial Managers",154130,2014,123925
"21552","NJ","New Jersey","Business and Financial Operations Occupations",78730,2014,63301
"21575","NJ","New Jersey","Financial Analysts",95920,2014,77122
"21576","NJ","New Jersey","Personal Financial Advisors",113760,2014,91466
"21584","NJ","New Jersey","Computer and Mathematical Occupations",92610,2014,74461
"21585","NJ","New Jersey","Computer and Information Research Scientists",122190,2014,98244
"21586","NJ","New Jersey","Computer Systems Analysts",96740,2014,77782
"21588","NJ","New Jersey","Computer Programmers",86320,2014,69404
"21589","NJ","New Jersey","Software Developers, Applications",100830,2014,81070
"21590","NJ","New Jersey","Software Developers, Systems Software",113620,2014,91353
"21591","NJ","New Jersey","Web Developers",69780,2014,56105
"21592","NJ","New Jersey","Database Administrators",102350,2014,82292
"21593","NJ","New Jersey","Network and Computer Systems Administrators",88850,2014,71438
"21600","NJ","New Jersey","Operations Research Analysts",109910,2014,88371
"21601","NJ","New Jersey","Statisticians",110410,2014,88773
"22036","NJ","New Jersey","Data Entry Keyers",35470,2014,28519
"22044","NJ","New Jersey","Statistical Assistants",45900,2014,36905
"22305","NM","New Mexico","Computer and Information Systems Managers",110740,2014,106733
"22306","NM","New Mexico","Financial Managers",98960,2014,95379
"22331","NM","New Mexico","Business and Financial Operations Occupations",61610,2014,59381
"22354","NM","New Mexico","Financial Analysts",73170,2014,70523
"22355","NM","New Mexico","Personal Financial Advisors",113970,2014,109846
"22363","NM","New Mexico","Computer and Mathematical Occupations",73630,2014,70966
"22364","NM","New Mexico","Computer and Information Research Scientists",88380,2014,85182
"22365","NM","New Mexico","Computer Systems Analysts",76710,2014,73934
"22367","NM","New Mexico","Computer Programmers",96510,2014,93018
"22368","NM","New Mexico","Software Developers, Applications",77220,2014,74426
"22369","NM","New Mexico","Software Developers, Systems Software",93370,2014,89992
"22370","NM","New Mexico","Web Developers",60280,2014,58099
"22371","NM","New Mexico","Database Administrators",69670,2014,67149
"22372","NM","New Mexico","Network and Computer Systems Administrators",70910,2014,68344
"22379","NM","New Mexico","Operations Research Analysts",89320,2014,86088
"22380","NM","New Mexico","Statisticians",75770,2014,73028
"22775","NM","New Mexico","Data Entry Keyers",26710,2014,25744
"22782","NM","New Mexico","Statistical Assistants",43440,2014,41868
"22996","NY","New York","Computer and Information Systems Managers",157360,2014,124663
"22997","NY","New York","Financial Managers",175020,2014,138653
"23022","NY","New York","Business and Financial Operations Occupations",87240,2014,69113
"23045","NY","New York","Financial Analysts",119230,2014,94456
"23046","NY","New York","Personal Financial Advisors",136000,2014,107741
"23054","NY","New York","Computer and Mathematical Occupations",89110,2014,70594
"23055","NY","New York","Computer and Information Research Scientists",NA,2014,NA
"23056","NY","New York","Computer Systems Analysts",92980,2014,73660
"23058","NY","New York","Computer Programmers",85950,2014,68091
"23059","NY","New York","Software Developers, Applications",107020,2014,84783
"23060","NY","New York","Software Developers, Systems Software",104100,2014,82469
"23061","NY","New York","Web Developers",75180,2014,59559
"23062","NY","New York","Database Administrators",84560,2014,66990
"23063","NY","New York","Network and Computer Systems Administrators",86720,2014,68701
"23069","NY","New York","Operations Research Analysts",100520,2014,79633
"23070","NY","New York","Statisticians",77600,2014,61476
"23513","NY","New York","Data Entry Keyers",32610,2014,25834
"23521","NY","New York","Statistical Assistants",46790,2014,37068
"23804","NC","North Carolina","Computer and Information Systems Managers",130440,2014,130667
"23805","NC","North Carolina","Financial Managers",134370,2014,134604
"23829","NC","North Carolina","Business and Financial Operations Occupations",70410,2014,70532
"23852","NC","North Carolina","Financial Analysts",86670,2014,86821
"23853","NC","North Carolina","Personal Financial Advisors",117520,2014,117724
"23861","NC","North Carolina","Computer and Mathematical Occupations",80550,2014,80690
"23862","NC","North Carolina","Computer and Information Research Scientists",103270,2014,103449
"23863","NC","North Carolina","Computer Systems Analysts",87220,2014,87372
"23865","NC","North Carolina","Computer Programmers",80320,2014,80460
"23866","NC","North Carolina","Software Developers, Applications",94130,2014,94294
"23867","NC","North Carolina","Software Developers, Systems Software",104950,2014,105132
"23868","NC","North Carolina","Web Developers",64370,2014,64482
"23869","NC","North Carolina","Database Administrators",83960,2014,84106
"23870","NC","North Carolina","Network and Computer Systems Administrators",77900,2014,78035
"23876","NC","North Carolina","Operations Research Analysts",68810,2014,68930
"23877","NC","North Carolina","Statisticians",96840,2014,97008
"24303","NC","North Carolina","Data Entry Keyers",29870,2014,29922
"24311","NC","North Carolina","Statistical Assistants",44240,2014,44317
"24576","ND","North Dakota","Computer and Information Systems Managers",102030,2014,102096
"24577","ND","North Dakota","Financial Managers",104810,2014,104878
"24600","ND","North Dakota","Business and Financial Operations Occupations",56550,2014,56586
"24621","ND","North Dakota","Financial Analysts",68180,2014,68224
"24629","ND","North Dakota","Computer and Mathematical Occupations",61720,2014,61760
"24630","ND","North Dakota","Computer Systems Analysts",87310,2014,87366
"24632","ND","North Dakota","Computer Programmers",56590,2014,56626
"24633","ND","North Dakota","Software Developers, Applications",64860,2014,64902
"24634","ND","North Dakota","Software Developers, Systems Software",68580,2014,68624
"24635","ND","North Dakota","Web Developers",50410,2014,50442
"24636","ND","North Dakota","Database Administrators",70730,2014,70776
"24637","ND","North Dakota","Network and Computer Systems Administrators",67420,2014,67463
"24643","ND","North Dakota","Operations Research Analysts",73030,2014,73077
"24644","ND","North Dakota","Statisticians",63810,2014,63851
"24979","ND","North Dakota","Data Entry Keyers",28460,2014,28478
"25184","OH","Ohio","Computer and Information Systems Managers",120450,2014,123771
"25185","OH","Ohio","Financial Managers",113810,2014,116947
"25209","OH","Ohio","Business and Financial Operations Occupations",64880,2014,66669
"25232","OH","Ohio","Financial Analysts",76500,2014,78609
"25233","OH","Ohio","Personal Financial Advisors",87520,2014,89933
"25241","OH","Ohio","Computer and Mathematical Occupations",74160,2014,76204
"25242","OH","Ohio","Computer and Information Research Scientists",101150,2014,103938
"25243","OH","Ohio","Computer Systems Analysts",81650,2014,83901
"25245","OH","Ohio","Computer Programmers",70440,2014,72382
"25246","OH","Ohio","Software Developers, Applications",83260,2014,85555
